SName,Lyric,Artist,Songs,Popularity,Genre,Genres
Do Brasil à Argentina,"Já comprei o passaporte dos meus sonhos. No primeiro avião eu vou pra buscar. Meu amor. E ela mora na província de Santa Fé. E rosário me espera e se Deus quiser. Hoje mesmo eu vou. Pra Argentina. Ya no puedo mas vivir. Quitarme un día sin sentir tú calor. Se dejar me puedo loco. Y envolverme en tus besos. Deliciosos. Eu não fico nem um minuto mais nesse país. Vou buscar alguém. Alguém pra me fazer feliz. No primeiro avião, hoje mesmo vou viajar. Eu vou pra Argentina, tô indo te buscar",João Bosco e Vinícius,174,4.7,Sertanejo,Sertanejo; Romântico; Country; Trilha Sonora; Funk Carioca; House; Axé; Funk; Electronica; R&B; Pop; Forró; Bossa Nova; Electro Swing; Músicas Gaúchas; Soft Rock; Disco; Trance; Ska; Industrial; Emocore; Instrumental; Blues; Samba Enredo; Regional; Rock; Clássico; MPB; Dance; Gospel/Religioso; Black Music
Nem Pensar,Se é pra falar de amor. Me deixa começar. Sou louco por você. Só não sei demonstrar. Se é pra falar de amor. Meus olhos vão mostrar. Que em mim nada mudou. Você sempre será. A luz que ilumina meu céu. Um cantinho bom de voltar. É a canção que eu mais gosto. É o meu lugar. [Refrão]. Não me deixa nem pensar. Eu faço o que for mas não pode acabar. Não me deixa nem pensar. És a luz minha luz. Que não pode apagar,ExaltaSamba,238,13,Samba,Samba
Ô Queiroz,"Tem homem que não abre mão de uma mulher gordinha. Tem homem de perder a linha com a mulher sarada. Tem homem que só acha graça nas novinhas. E outros que só se engraçam com as casadas. Tem homem que se apaixona por mulher carente. E outros que ficam carentes sem as piriguetes. E tem maluco só tentando dá o pente. E tem parceiro de trazer mulher pra gente. Ô, Queiroz! Ô, Queiroz!. Traz essa mulher pra nós!. Ô, Queiroz! Ô, Queiroz!. Traz essa mulher pra nós!. Ô, Queiroz! Ô, Queiroz!. Traz essa mulher pra nós!. Ô, Queiroz! Ô, Queiroz!. Traz essa mulher pra nós!. Ela tem os atributos que a gente gosta. Ela tem os apetrechos que a gente quer. Mas você sempre foi sangue bom. Nunca deixa o parceiro a pé. Tem branca, morena. Tem loira, mulata. Você sempre exporta. Uma mina bonita. Além de pagar a conta. Tú é de botar na fita. Ô, Queiroz! Ô, Queiroz!. Traz essa mulher pra nós!. Ô, Queiroz! Ô, Queiroz!. Traz essa mulher pra nós!. Ô, Queiroz! Ô, Queiroz!. Traz essa mulher pra nós!. Ô, Queiroz! Ô, Queiroz!. Traz essa mulher pra nós!",Grupo Revelação,188,13,Samba,Pagode; Samba; Romântico; Sertanejo; Samba Enredo; Axé; Forró; Soul Music; Folk; Surf Music; Disco; Funk; MPB; Funk Carioca; Black Music
À Flor da Pele,"Não sei como ou quando começou. só sei que me alucina. Me perdi do fio condutor, do amor que me domina. E você me usa a seu favor, igual mulher de esquina.. e me leva embora, traidor, assim que se termina.. Mas se você quer, eu logo vou, sabendo da rotina.. Despencamos sobre o cobertor, devasso e liberrtina.. me diz coisas feias e de amor, á luz da lamparina. Me devora o corpo sedutor, igual a fera assassina.. E você me arrasta nessa dor, que aos poucos me arruina.. Ando já com meus nervos á flor da pele, já morfina. Tenho olheiras fundas e palor de alcool e nicotina.. Minhas noites durmo com pavor, a base de aspirina.. Sei que estou secando ao seu dispor, sei que estou ficando sem valor. Sei que você vai sumir e eu vou, vou cumprir minha sina. Ah, Ah, vou cumprir minha sina.",Clara Nunes,201,3.6,Samba,Samba; MPB; Velha Guarda; Samba Enredo; Romântico; Axé; Forró; Pagode; Bossa Nova; Hard Rock; Clássico; Jovem Guarda; Trilha Sonora; Regional; Chillout; Disco; Pop; Dance; Rap; Folk; Sertanejo; World Music; Surf Music; J-Pop/J-Rock; Black Music; Heavy Metal; Blues; Gospel/Religioso; Gótico
A Vaca da Minha Sogra,"Bezerra da Silva – A vaca da Minha Sogra. Essa é a historia de um malandro que casou com a filha de uma fazendeira, (ô meu irmão) e herdou uma vaca de presente e alguns bichos mais, a casa do malandro parecia um zoológico. (sente só):. (refrão). Ninguém agüenta mais a vaca da minha sogra, a vaca da minha sogra, a vaca da minha sogra.. Ninguém agüenta mais a vaca da minha sogra, a vaca da minha sogra, a vaca da minha sogra.. (deixa pra mim) a família da minha mulher veja que situação, todo mundo da família tem um animal de estimação, mais a vaca da minha sogra virou problema pro morro assustando as criançinhas e correndo atrás dos outros.. (refrão). Ninguém agüenta mais a vaca da minha sogra, a vaca da minha sogra, a vaca da minha sogra.. Ninguém agüenta mais a vaca da minha sogra, a vaca da minha sogra, a vaca da minha sogra.. Vaca veia da cara preta, eu vou me vingar de você, custe o que custar, eu não quero nem saber, vou ao Rio de Janeiro anunciar no O Globo, e quem me comprar essa vaca ainda leva o cavalo do meu sogro. O cavalo do meu sogro, e o viadinho do meu cunhado, a cadela da minha cunhada, ta no cio to dando de graça, e quem me comprar essa vaca pague o preço que puder, eu ainda lhe dou de presente a jararaca da minha mulher.. (refrão). Ninguém agüenta mais a vaca da minha sogra, a vaca da minha sogra, a vaca da minha sogra.. Ninguém agüenta mais a vaca da minha sogra, a vaca da minha sogra, a vaca da minha sogra.",Bezerra da Silva,292,2.9,Samba,Pagode; Samba; MPB; Instrumental; Axé; Heavy Metal; Blues; Black Music; Electro Swing; Bossa Nova; Soft Rock; Funk Carioca; Country
Se Fosse Eu,"Se fosse eu, não faria as coisas que esse cara faz. Andava na linha, te curtia mais. A prioridade era só você. Se fosse eu, faria questão de andar de mãos dadas. Pra fazer inveja na rapaziada. Me orgulhava tanto de te merecer. Se fosse eu, minha alegria era te alegrar. Não tinha tristeza nesse seu olhar. Me virava em dois pra te fazer sorrir. Se fosse eu, contava os segundos pro fim de semana. Te levava numa balada bacana. Pra ficar juntinhos pra se divertir, se fosse eu. Pensa direito, respira fundo. Vou fazer de você a mulher mais feliz do mundo. Pensa direito, fica comigo. Meu amor é muito grande pra ser só seu amigo",Gabriel Diniz,198,5.9,Sertanejo,Sertanejo; Forró; Romântico; Axé; Funk Carioca
Quando Bebe Desse Jeito,"Segunda feira, dia do bebum profissional. Mal a noite cai já vai cair no mal. nunca vai faltar um bom motivo pra quem quer se divertir. Não precisa de momento nem ocasião. Todo dia é dia, é só chamar que vai. Tudo que não presta certamente deixa a vida mais feliz. Sabe bem como é que fica,. quando bebe desse jeito. qualquer coisa você briga e xinga, e não tem mais respeito por ninguem. Depois acaba arrebentado. e acorda com a lambida do cachorro, mas eu sei que vai fazer tudo de novo. antes da hora do jantar. Conhecido no emprego como ''volto já''. todo mundo sabe onde é o ''logo ali''. que assunto muito sério é esse que precisa resolver?. Quando volta vem o bafo a lhe denunciar. pela cara nem precisa dar explicação. e o chefe da sessão já muito puto, querendo lhe bater. Sabe bem como é que fica,. quando bebe desse jeito. qualquer coisa você briga e xinga,e não tem mais respeito por ninguem. Depois acaba arrebentado. e acorda com a lambida do cachorro, mas eu sei que vai fazer tudo de novo. antes da hora do jantar. Mas falando no diabo olha quem chegou,. acompanhado de uma bela depressão. ''A gente tava aqui justamente falando mal de você. pois se quando esta feliz é ruim de segurar. cheio de problemas assim vai ser o cão. É chato meu amigo mas eu tenho a obrigação de lhe dizer''",Matanza,95,1.3,Rock,Hardcore; Rock; Hard Rock; Heavy Metal; Country; Punk Rock; Funk; Reggae; Metal; Indie; Chillout; Funk Carioca; Jazz; Gospel/Religioso; Hip Hop; MPB; Forró
Atrevida,"Todo menino quer ser dela. Toda menina quer ser ela. Todo menino quer ser dela. Toda menina quer ser ela. Desce, atrevida sobe. Decidida adora acusar. Sabe provocar. Desce, atrevida sobe. Decidida sabe o que quer. Muito mulher. Colecionadora de corações. Adora ser o centro das atenções. Super manipuladora. Mas de mil caras e boca. Elogios já não te tocam mais. Só o reflexos no espelho te satisfaz. Veneno escorre pela boca. Tenha medo dessa louca. Para. Essa mulher não para aterrissa. Sabe que é a melhor da pista. Só que se provocar e sensualizar. Chega delirando. Desce, atrevida sobe. Decidida adora causar. Sabe provocar. Desce, atrevida sobe. Decidida sabe o que quer. Muito mulher",Babado Novo,146,1.3,Pop,Axé; Pop; Romântico; Dance; Reggaeton; Trip-Hop; Trance; Pop/Rock; Forró; Regional; Grunge; Tecnopop; Funk Carioca; Trilha Sonora; Rock; Gospel/Religioso; Black Music; Funk
Ser Boêmio,"Você fala mal da minha boemia. Condenando o meu modo de viver. Diz que eu fumo, diz que eu bebo e não devia. Ser boêmio foi meu erro pra você. Se o mundo fosse feito de conselho. Cada um fosse um espelho para o outro se mirar. A mulher escolheria o homem certo. Pra depois do casamento a cabeça não virar",Luiz Melodia,155,1,Samba,MPB; Samba; Romântico; Blues; Bossa Nova; Rock
Rua Augusta,"As maquiagem forte esconde os hematoma na alma.. Fumando calma ela observa os faróis que vem e vão, viver em vão.. Os que vem e não te tem são se necessário homem de bem fujão.. Que não agüentou ser solitário.. Mema grana que compra sexo, mata o amor.. Traz a felicidade, também chama o rancor.. As madruga que testemunho vermelho sangue na unha.. Sem nome varias ""alcunha"" dentro da bolsa de punho.. Garota propaganda da cidade fria em seus caminhos.. 1 milhão de seres 1 milhão de seres sozinhos.. Sonha como se não vivesse, vive se perguntando.. Porque que não morre mistura lagrima e suor no corre.. Conta dinheiro no banco do passageiro e só.. Que vira leite pro filho ou 15 gramas de pó.. Foda-se se é erro quem fez o certo? Jesus.. E seis agradeceram como ? Pregando ele numa cruz!. [Refrão]. Contando às hora com um casaco de ""vizon"". No olho a cor ta combinando com o batom. Atenta nas buzina ela vai pelo som. Escrevendo sua história com neon.... E o neon piscando no motel as vezes falha.. Auto-ditada aprimora o estilo enquanto trabalha.. E se flagra chorando em frente ao espelho.. Bola mais um acende puxa disfarça o olho vermelho. Volta... O seu novo amor ta de partida.. Ele espera acaba a noite ela espera acaba a vida. Cada cigarro leva 1 ano de sofrimento.. Ela manda um maço, e de novo ta pronta pro arrebento.. Ri com os ""traveco"" no breu, com o vulgo que a rua deu.. Entra no carro se lembrando das amigas que morreu, Sampa.... Pra quem vem de fora é uma beleza.. Mas a única coisa que todos tem aqui é a certeza.. Seu pai só reclamava enquanto trampava ela dormia.. Isso não deixava a vida nos conforme.. Pra se redimir ela vaga todas as madruga ai.. Fazendo um dim como pode enquanto ele dorme.. [Refrão]. Contando às hora com um casaco de ""vizon"". No olho a cor ta combinando com o batom. Atenta nas buzina ela vai pelo som. Escrevendo sua história com neon.... A vizinhança réu, um mar de juiz papel.. Afago pra lá infeliz, mais um trago miss.. Com sorte passaporte América do norte. Please.. Europa diz ""ahhhh"" um sonho eu quis.. Assassinada por um rato, num motel barato.. Agoniza na cama DRAMA, estatística fato.. Um nóia sujo advogado bêbado confuso.. Pai de família, pastor com a fé em desuso.. Matilha de dois ou de homem grande vilão.. Cliente viu produto sem coração.. Corpo marcado cicatriz de gado, ao relento.. Vai pra coleção de sofrimento.. Princesa dos esgoto sujo seio novo sobre o bojo.. Virgem em solo inimigo, NOJO!. Esperança triste.. Adubo do sonho da infância pura, buscando em si se isso ainda existe.",Emicida,150,9.6,Hip Hop,Hip Hop; Rap; Black Music; Pop; Reggae; MPB; Electronica; Sertanejo; Piano Rock; Infantil; Trance; Samba; Country; House; Gospel/Religioso; Blues; Funk Carioca; Axé; R&B
Te Amo e Open Bar,"(Eee, eê. Eee, eá. Tudo o que eu quero ouvir:. Eu te amo e open bar). Tudo o que eu quero ouvir:. Eu te amo e open bar. O, o, ooô. Eee, eê. Eee, eá. Tudo o que eu quero ouvir:. Eu te amo e open bar. Eee, eê. Eee, eá. Tudo o que eu quero ouvir:. Eu te amo e open bar. Eee, eê. Eee, eá. Tudo o que eu quero ouvir:. Eu te amo e open bar. Eee, eê. Eee, eá. Tudo o que eu quero ouvir:. Eu te amo e open bar. O, o, ooô. Eee, eê. Eee, eá. Tudo o que eu quero ouvir:. Eu te amo e open bar. Eee, eê. Eee, eá. Tudo o que eu quero ouvir:. Eu te amo e open bar. Eee, eê. Eee, eá. Tudo o que eu quero ouvir:. Eu te amo e open bar. Eee, eê. Eee, eá. Tudo o que eu quero ouvir:. Eu te amo e open bar. O, o, ooô. Eee, eê. Eee, eá. Tudo o que eu quero ouvir:. Eu te amo e open bar. Eee, eê. Eee, eá. Tudo o que eu quero ouvir:. Eu te amo e open bar",Michel Teló,101,2.5,Sertanejo,Sertanejo; Romântico; Forró; Pop; Pagode; Funk Carioca; House; Axé; Electro Swing; Dance; Electronica; Classic Rock; Blues; Hip Hop; Disco; Clássico; Samba; Funk; Country
Mãe Menininha,Mãe menininha me protegeu na bahia. Mãe menininha tá do jeito que eu queria. Mãe menininha me protegeu na bahia. Mãe menininha tá do jeito que eu queria. O leão que pensava em me pegar perdeu a pata. A cobra que pensava em me picar sumiu na matat. Cachorro que pensava em me morder ficou sem dente. Feiticeiro que pensava em me matar ficou doente. Feiticeiro ta morrendo. O cão desapareceu. Cobra ficou sem veneno. Leão sem patas morreu. Mãe menininha me protegeu na bahia. Mãe menininha tá do jeito que eu queria. Mãe menininha me protegeu na bahia. Mãe menininha tá do jeito que eu queria. Para me queimar com vida prepararam uma fogueira. Um burro pra me arrastar prepararam na mangueira. O laço pra me amarrar foi feito de couro grosso. Uma espada de aço pra cortar o meu pescoço. O burro virou carneiro. Laço grosso arrebentou. A espada virou santa. E a fogueira se apagou. Mãe menininha me protegeu na bahia. Mãe menininha tá do jeito que eu queria. Mãe menininha me protegeu na bahia. Mãe menininha tá do jeito que eu queria,Lourenço & Lourival,360,1,Sertanejo,Sertanejo
Doce Feitiço,"Por que a gente ama e se separa sem porque ?. A gente sofre por amor e faz sofrer ?. Por mais que tudo leve a crer que terminou. O sentimento diz que ainda não passou. O pior cego é que enxerga e não quer ver. Nenhum de nós tem o poder pra controlar. Se um dia, a gente cara a cara, se encontrar. Vai ser fatal, inevitável se render. (Refrão). Pode até relutar, se esconder que o amor está acima. disso. Não tem como enganar teu prazer que o amor tá acima. disso. E se alguém deboxar, duvidar que o amor tá acima. disso. Eu quero ver se livrar do meu doce feitiço. /Thays Rocha :)",Bom Gosto,88,3,Samba,Samba
Te Dar Amor,"Eu vou te dar amor. U, ôô, u, ôô. Eu vou te dar amor. U, ôô, u, ôô. Eu vou te dar amor. U, ôô, u, ôô. Eu vou te dar amor. Se ele não fizer direito. Tem nada não. Eu vou te pegar de jeito. Vou roubar teu coração. Se ele não te der carinho. Vai te perder. Eu tô um tempão na fila. Esperando por você. Não te leva pro cinema. Mas, fica fazendo cena. Quando eu passo perto de você. Não te leva pro pagode. Ai, meu Deus, como é que pode. É difícil de entender. Diz qual homem não queria. Acertar na loteria. E ganhar uma mulher assim. Mas, esse teu namorido. Vai dar conta do perigo. Quando eu te roubar pra mim. Eu vou te dar amor. U, ôô, u, ôô. Eu vou te dar amor. U, ôô, u, ôô. Eu vou te dar amor. U, ôô, u, ôô. Eu vou te dar amor. Se ele não fizer direito. Tem nada não. Eu vou te pegar de jeito. Vou roubar teu coração. Se ele não te der carinho. Vai te perder. Eu tô um tempão na fila. Esperando por você. Não te leva pro cinema. Mas, fica fazendo cena. Quando eu passo perto de você. Não te leva pro pagode. Ai, meu Deus, como é que pode. É difícil de entender. Diz qual homem não queria. Acertar na loteria. E ganhar uma mulher assim. Mas, esse teu namorido. Vai dar conta do perigo. Quando eu te roubar pra mim. Eu vou te dar amor. U, ôô, u, ôô. Eu vou te dar amor. U, ôô, u, ôô (se você quer). Eu vou te dar amor. U, ôô, u, ôô. Eu vou te dar amor. Se ele não fizer direito. Vai te perder",Bom Gosto,88,3,Samba,Samba
Minha Princesa,"Minha Princesa,. tanto tempo se passou,. ate pensava.... Que acabou nosso amor.. Nas noites frias eu lembrava de você.. E hoje me pergunto como fui te perder.. Naquele dia em que eu te vi,. meu coração ia explodir, ver o seu olhar tocou meu coração. renascendo a paixão.. Quero seu amor só pra mim.. Quero te fazer bem mais feliz.. Esqueça o que passou vem pra cá.. Deixa eu te querer deixa eu te amar.. Olha meu amor como eu sofri,. queria ter você e você não estava aqui.. Quando chegava a noite eu começava a chorar,. pedia para Deus pra você voltar.. Mas você não voltou,. e o tempo se passou.. Hoje estou aqui frente a frente a ti.. E sei que não te esqueci.. Quero seu amor só pra mim.. Quero te fazer bem mais feliz.. Esqueça o que passou vem pra cá.. Deixa eu te querer deixa eu te amar.",MC Marcinho,95,2.5,Funk Carioca,Funk Carioca; Rap; Funk; Hip Hop; Black Music; Pagode; Axé; Gospel/Religioso; Reggae; Sertanejo; MPB; Infantil; Bossa Nova; Romântico; Ska; World Music; Folk; Hard Rock; Trip-Hop; Industrial; Soul Music; Jazz; J-Pop/J-Rock; Electronica; Gótico; Samba; New Wave; Pop/Punk; Blues; Forró; Jovem Guarda
Então É Natal (Happy Xmas (war Is Over) (com Victor & Leo),"Então é natal, e o que você fez?. O ano termina, e nasce outra vez. Então é natal, a festa cristã. Do velho e do novo, do amor como um todo. Então bom natal, e um ano novo também. Que seja feliz quem souber o que é o bem. Então é natal, pro enfermo e pro são. Pro rico e pro pobre, num só coração. Então bom natal, pro branco e pro negro. Amarelo e vermelho, pra paz afinal. Então bom natal, e um ano novo também. Que seja feliz quem, souber o que é o bem. Então é natal, a festa cristã. Do velho e do novo, do amor como um todo. Então bom natal, e um ano novo também. Que seja feliz quem souber o que é o bem. Harehama, há quem ama. Harehama, ha. Hiroshima, nagasaki, mururoa",Malta,43,1.4,Rock,Romântico; Rock; Rock Alternativo; Pop/Rock; Hard Rock; Sertanejo; Funk; Heavy Metal; Pop; Hardcore; Country; Reggae; Soft Rock; Emocore; Forró; Blues; Punk Rock; Gospel/Religioso; Grunge; R&B; J-Pop/J-Rock; Jovem Guarda; Trilha Sonora; Electronica; Infantil; Funk Carioca; Indie; K-Pop/K-Rock; Chillout; MPB; Electro Swing; Folk; Classic Rock; Rap; Regional; Post-Rock; Pagode; Metal; Dance; World Music; Samba Enredo; Soul Music; Gótico
Só Pra Contrariar,"Só pra contrariar. Eu não fui mais na favela. Só pra contrariar. Não desfilei na Portela. Só pra contrariar. Pus a cara na janela. Só pra contrariar. Eu não fiz amor com ela. Contrariei, sabendo que ainda era a mais bela. E tinha malandro ligado na dela. Que nunca deu bola, que nunca deu trela. Contrariei, revelando segredo que não se revela. Só pra contrariar, ela ainda é donzela. Só pra contrariar. Eu não fui mais na favela. Só pra contrariar. Não desfilei na Portela. Só pra contrariar. Pus a cara na janela. Só pra contrariar. Eu não fiz amor com ela. Contrariei, e acho que dei um bico na canela. Desprezando o que todo o mundo zela. Como trunfo, jóia, escultura ou tela. Contrariei, mas essa castidade abri a fivela. Só pra contrariar. ela ainda é donzela. Eu não fui mais na favela. Só pra contrariar. Não desfilei na Portela. Só pra contrariar. Pus a cara na janela. Só pra contrariar. Eu não fiz amor com ela",Fundo de Quintal,315,4.6,Samba,Samba; Pagode; Velha Guarda; Romântico; Axé; Samba Enredo; Sertanejo; Hip Hop; MPB
Super Poderosa,"Eu me encantei. Ao te encontrar na pista. Te desejei logo a primeira vista. Mas você tava ficando. Com uma outra e me olhando. Eu não vou. Você vai ver quem sou.. Sou uma menina super poderosa. E você não pode desfazer de mim. Eu sou atrevida, sou muito perigosa. Pra ficar comigo não é fácil assim. Sou uma menina super poderosa. Pra brincar com o fogo tem que se queimar. Não sou convencida, mas sei que sou gostosa. Tem que andar na linha pra me conquistar. Se quer ficar, tem que ser de outra maneira. Não vai rolar. Desse jeito é brincadeira. Ta me desvalorizando, mas eu to te avisando.. Não vou, você vai ver quem sou.. Sou uma menina super poderosa. E você não pode desfazer de mim. Eu sou atrevida, sou muito perigosa. Pra ficar comigo não é fácil assim. Sou uma menina super poderosa. Pra brincar com o fogo tem que se queimar. Não sou convencida, mas sei que sou gostosa. Tem que andar na linha pra me conquistar. Se quer ficar, tem que ser de outra maneira. Não vai rolar. Desse jeito é brincadeira. Ta me desvalorizando, mas eu to te avisando.. Não vou, você vai ver quem sou.. Sou uma menina super poderosa. E você não pode desfazer de mim. Eu sou atrevida, sou muito perigosa. Pra ficar comigo não é fácil assim. Sou uma menina super poderosa. Pra brincar com o fogo tem que se queimar. Não sou convencida, mas sei que sou gostosa. Tem que andar na linha pra me conquistar. Sou uma menina super poderosa. E você não pode desfazer de mim. Eu sou atrevida, sou muito perigosa. Pra ficar comigo não é fácil assim.",Kelly Key,84,1.8,Pop,Dance; Pop; Romântico; Infantil; Pop/Rock; Funk Carioca; Electronica; Black Music; Jovem Guarda; Clássico; Axé; Funk; Pop/Punk; Sertanejo; J-Pop/J-Rock; Jazz; Gospel/Religioso; World Music; Velha Guarda; MPB; Hip Hop; Samba; Country; Forró; Pagode; Rock; Disco; Gótico; Emocore; Instrumental; Rap; Blues; Bossa Nova; Tecnopop; Trilha Sonora; Reggae; House; Punk Rock; Hardcore; Power-Pop; Industrial; R&B; Grunge; Hard Rock; Ska; Soul Music; Samba Enredo; Progressivo; Rock Alternativo; Pós-Punk; New Age; Fado; K-Pop/K-Rock; Post-Rock; Folk; New Wave; Soft Rock; Regional; Psicodelia; Surf Music; Heavy Metal; Indie
Tony Country,"Meu maior veneno. É cumprir a porra da pena. Mais eu sei que logo vou sair. Vou pra quebrada. Resolver os meus problemas. Eu vou zoar vou tirar onda. No Palco, como MC. Dale Capela é o bonde do Tony Country. Lá tem seu lado Ruim. E também seu lado Bom. Equilibrado porém desequilibrado. Tu tem que fica ligado então dobra a atenção.. Eu falo isso porque tem troca de tiro. Uma bala perdida pode encontrar você. Virando a Esquina vejo uma forte Neblina. Hoje é dia de cobrança e quem deve vai morrer. É embaçado obter lucro no crime. Eu não quero mais viver nessa contramão.. E nesse filme a bala não é de festim. E dependendo onde afetar tu não levanta mais do chão,. O produtor desse grande curta metragem,. Não forneceu um colete pra mim na cena atuar.. Fica difícil encarar essa responsa. Trabalhar sem proteção é o mesmo que se Matar.. Dale Capela é o bonde do Tony Country. Lá tem seu lado Ruim. E também seu lado Bom.. Equilibrado porém desequilibrado. Tu tem que fica ligado então dobra a atenção.. E como diz meu parcero MC careca. Tu tem que ser braço forte, tem que ter disposição.. E na antiga minha mãe deu um conselho. Pra que isso meu filho te do um mundo melhor.. Eu não ouvi e me sujeitei ao crime. E também aos seus regimes não sou digno de dó.. E o desgosto bateu forte na coroa. Seu filho na vida a toa ela prefere morrer. Minha Rainha te Amo acima de tudo. E perante a esse absurdo eu me explico pra você. Na minha infância eu adorava adrenalina,. Tudo que emocionasse, mechesse com o coração.. E a brincadeira era andar pelos telhados,. Pular muros e barracos como policia e ladrão.. Era engraçado eu me apegava na maldade. Ao invés de ser o mocinho, queria ser o vilão.. Tava na cara que não era boa coisa. Hoje estou diplomado e com canudo de ladrão.. Dale Capela é o bonde do Tony Country. Lá tem seu lado Ruim. E também seu lado Bom.. Equilibrado porém desiliquilibrado. Tu tem que fica ligado então dobra a atenção.. E como diz meu parceiro Mc Careca. Tu tem que ser braço forte e tem que ter disposição.",Mc Felipe Boladão,39,1.4,Funk Carioca,Funk Carioca; Rap; Funk
Eu Não Sei Dizer Te Amo,"EU NÃO SEI DIZER TE AMO (04:01). (Frejat/Mauricio Barros/Bruno Levinson). . Se você fosse um sonho. eu não acordava. se você fosse a noite. eu te ninava. mais je ne sais pas dire je t'aime. Se você fosse uma antena parabólica. eu seria o teu canal. se você fosse calmaria. eu seria temporal. Eu não sei dizer te amo. eu não sei dizer te amo. yo no se hablar. pero yo no se hablar te amo,te amo. Se você fosse um barco. eu seria teu motor. Se você fosse terra. eu queria ser trator. E se você fosse pra qualquer lugar. Eu seria a tua casa.... Eu não sei dizer te Amo. Eu não sei dizer te Amo. yo no se hablar. pero yo no se hablar te amo,te amo. Se você fosse um sonho. eu não acordava. se você fosse a noite, meu bem. eu te ninava. But i don´t know how to say i love you. How to say i love you",Frejat,56,3.5,Rock,Rock; Pop/Rock; Romântico; MPB; Rock Alternativo; Trilha Sonora; Soul Music; World Music; Trip-Hop; Reggae; Sertanejo; Funk Carioca; Fado; K-Pop/K-Rock; Clássico; Samba; Funk; Pop; Bossa Nova; Hard Rock
Amor Escondido,"Escondido aqui contigo, dando aquela. Namorada,temos que ficar quietinho,sua. Mamãe tá acordada,sempre quando eu. Venho pra cá,ela senti preocupação,bota. Tu pra durmi na cama,coloca eu pra durmi. No chão,quando ela vai durmi,começa o. Perigo,eu subo pra sua cama,pra fazer um. Amor escondido.. 3x. Tudo que é perigoso é gostoso.. (esta maravilhoso). 3x. Tudo que é perigoso é gostoso.. (tem que ser rapidinho mulher). Hã,rapidinho,rapidinho,rapidinho,rapidinho,. Rapidinho,rapidinho,pra eu gozar novinha,geme. Baixinho.. 2x. Rapidinho,rapidinho,rapidinho,rapidinho,. Rapidinho,rapidinho,rapidinho,rapidinho,. Rapidinho,rapidinho,rapidinho,rapidinho,rapidinho. Pra eu gozar novinha,geme baixinho.",Os Hawaianos,79,1.5,Funk Carioca,Funk Carioca; Pagode; Electronica; Sertanejo; Axé; Hip Hop; Gospel/Religioso; Forró; Hard Rock; Black Music; Funk; Grunge; Dance; Rap; Pop; Reggae; MPB; Rock; House; Rockabilly; Velha Guarda; Clássico; Trance; Disco; Heavy Metal; Samba; Romântico; Tecnopop; Surf Music; Trilha Sonora; Jovem Guarda; Jazz; Pop/Rock
Lama Nas Ruas,"Intro: Am / Am / Bm5-/7 / E7 / Am / E7/4 / E7 / Am / Gm7 ^ C7 ^ F / E7 /. E7/4 / % / % /. Am D7/9 Am E7 A7/4. Deixa.....desaguar tempestade......inundar a cidade. A7/5+ Dm. .....Porque arde um sol dentro de nós. Bm5-/7 E7 Bm5-/7 E7. Queixas......sabe bem que não temos. Bm5-/7 E7. E seremos serenos. Am E7/5+. Sentiremos prazer no tom da nossa voz. Am D7/9 Am. Veja o olhar de quem ama. A7/4 A7. Não reflete um drama, não. Dm. É a expressão mais sincera, sim. Bm5-/7 E7. Vim pra mostrar que o amor. Am ^^^^^^ Gm7 C7. Quando é puro desperta e alerta o mortal. F7+ Bm5-/7 ^ E7. Ai é que o bem vence o mal. A7/4. Deixa a chuva cair. A7/5+. Que o bom tempo há de vir. Dm E7. Quando o amor decidir. Am7 ^^ Gm7 C7. Mudar o visual trazendo a paz no sol. F7+ Bm5-/7 E7. Que importa se o tempo lá fora vai mal. A C#m7 D/F# ^ E/G# ^ A ^ E7. Que importa. A A7+ C#m5-/7 F#7/4 F#7. Se há tantas lamas nas ruas }. Bm7 Bm7+ Bm7 ^ Bbm7 ^^ Em7 ^. E o céu.........deserto e sem brilho.........de luar }. ^ A7/4 D E7. .....Se o clarão da luz }. C#m5-/7 F#7 REFRÃO. Do Teu olhar vem me guiar }. Bm7 E7. Conduz meus passos }. A F#7 Bm7 E7. Por onde quer que eu vá, se há }. A E7 Am E7",Almir Guineto,66,1.2,Samba,Samba; Pagode; Velha Guarda; Axé; Dance; MPB
Fruta da Estação,Dessa dor não sinto nada. A minha vida virou ferida fechada. Hoje o frio é diferente. O meu inverno ficou ainda mais quente. Acordei pra ver. Se todo o dia é mais um dia pra viver. E se anoitecer. Quero contar com tua luz pra me acender. Qual é o sentimento tão forte assim. Que passa num momento sem começo e sem fim. Aumenta o batimento do coração. E tudo vai ficando como fruta da estação. Coisas da vida passada. O nosso encontro já tinha hora marcada. Uma história de outro mundo. Aonde a dama encontra o seu vagabundo. Seu amor é o som. Que passa num acorde alcançando qualquer tom. Se desafinar. Eu canto teu encanto pra poder te amar,Inimigos da HP,97,1,Samba,Samba; Pagode; Romântico; Dance; Axé; Hard Rock; Trance; Hardcore; Hip Hop
